Term,Type,ECSS Standards,Branches
SO,abbreviation,"['ECSS-E-ST-50-05C Rev. 2', 'ECSS-Q-ST-70-61C']","['E', 'Q']"
SR,abbreviation,['ECSS-E-ST-50-05C Rev. 2'],['E']
SRRC,abbreviation,['ECSS-E-ST-50-05C Rev. 2'],['E']
TCM,abbreviation,['ECSS-E-ST-50-05C Rev. 2'],['E']
TTC,abbreviation,['ECSS-E-ST-50-05C Rev. 2'],['E']
Tx,abbreviation,['ECSS-E-ST-50-05C Rev. 2'],['E']
UHF,abbreviation,['ECSS-E-ST-50-05C Rev. 2'],['E']
UQPSK,abbreviation,['ECSS-E-ST-50-05C Rev. 2'],['E']
EMCS,abbreviation,"['ECSS-E-ST-70-32C', 'ECSS-E-ST-70-31C']",['E']
FCP,abbreviation,['ECSS-E-ST-70-32C'],['E']
FOP,abbreviation,"['ECSS-E-ST-70-32C', 'ECSS-E-ST-10-03C Rev.1']",['E']
MMI,abbreviation,['ECSS-E-ST-70-32C'],['E']
SCOE,abbreviation,['ECSS-E-ST-70-32C'],['E']
AD,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-Q-ST-70-14C']","['E', 'Q']"
BD,abbreviation,['ECSS-E-ST-70-31C'],['E']
CDMU,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-E-ST-50C Rev. 1']",['E']
CI,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-20C Rev.2 Corr.1', 'ECSS-Q-ST-10-04C', 'ECSS-Q-ST-70C Rev.2', 'ECSS-Q-ST-60C Rev. 3']","['E', 'M', 'Q']"
EXPL,abbreviation,['ECSS-E-ST-70-31C'],['E']
FID,abbreviation,['ECSS-E-ST-70-31C'],['E']
FTP,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-M-ST-40C Rev. 1']","['E', 'M']"
IFL,abbreviation,['ECSS-E-ST-70-31C'],['E']
PFC,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-E-ST-70-41C']",['E']
PTC,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-E-ST-70-41C']",['E']
RID,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-M-ST-10-01C', 'ECSS-M-ST-40C Rev. 1', 'ECSS-S-ST-00-01C']","['E', 'M', 'S']"
SAU,abbreviation,['ECSS-E-ST-70-31C'],['E']
SID,abbreviation,['ECSS-E-ST-70-31C'],['E']
SPEL,abbreviation,['ECSS-E-ST-70-31C'],['E']
TDM,abbreviation,['ECSS-E-ST-70-31C'],['E']
VAL,abbreviation,['ECSS-E-ST-70-31C'],['E']
VC,abbreviation,"['ECSS-E-ST-70-31C', 'ECSS-E-ST-50-11C', 'ECSS-E-ST-35-06C Rev.2']",['E']
ADP,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-Q-ST-60-02C']","['E', 'Q']"
AM0,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
APTC,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
ARC,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
ATOX,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-Q-ST-70-71C Rev.1', 'ECSS-Q-ST-70C Rev.2', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
BSC,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
BSR,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
CIC,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-60C Corr.1']","['E', 'Q']"
CIDL,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-30-02C', 'ECSS-Q-ST-10-09C Rev. 1', 'ECSS-S-ST-00-01C']","['E', 'M', 'Q', 'S']"
CVCM,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-Q-ST-70-01C', 'ECSS-Q-ST-70-02C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
CVG,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
DCR,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
DRB,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-20C Rev.2 Corr.1', 'ECSS-Q-ST-20-08C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
DVG,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
DVT,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
FIT,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-20C']",['E']
GaAs,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-Q-ST-30-11C Rev.2']","['E', 'Q']"
Imp,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
Iop,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
IRR,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
Isc,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
IVG,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-06C Rev.1']",['E']
LVDT,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
MLAR,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
NCR,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-20C Rev.2 Corr.1', 'ECSS-Q-ST-60-05C Rev. 1', 'ECSS-Q-ST-70-30C', 'ECSS-Q-ST-70-45C', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-70-56C', 'ECSS-Q-ST-20-08C', 'ECSS-Q-ST-70-39C', 'ECSS-Q-ST-70-26C Rev.1 Corr.1', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-10-09C Rev. 1', 'ECSS-Q-ST-70C Rev.2', 'ECSS-Q-ST-60-14C Rev.1 Corr.1', 'ECSS-Q-ST-70-15C', 'ECSS-Q-ST-70-80C', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-Q-ST-70-40C', 'ECSS-S-ST-00-01C']","['E', 'M', 'Q', 'S']"
NRB,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-Q-ST-20C Rev.2 Corr.1', 'ECSS-Q-ST-30-09C', 'ECSS-Q-ST-40C Rev.1', 'ECSS-Q-ST-30C Rev.1', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-10-09C Rev. 1', 'ECSS-Q-ST-70C Rev.2', 'ECSS-Q-ST-70-15C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
OSTC,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
PCDU,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-20C']",['E']
PID,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-01C', 'ECSS-Q-ST-60-05C Rev. 1', 'ECSS-Q-ST-60-12C', 'ECSS-Q-ST-70-30C', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-26C Rev.1 Corr.1', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-70C Rev.2', 'ECSS-Q-ST-70-61C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
Pmax,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
PMCF,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
PTH,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-Q-ST-70-28C', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-70-61C']","['E', 'Q']"
PVA,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-20C Rev.2']",['E']
RDC,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
RML,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-Q-ST-70-01C', 'ECSS-Q-ST-70-02C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-70-31C Rev.1']","['E', 'Q']"
S.C.,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
SCA,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20C Rev.2']",['E']
SCD,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
SLAR,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
SWS,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
TAT,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
TML,abbreviation,"['ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-Q-ST-70-01C', 'ECSS-Q-ST-70-02C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
UVR,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
Vmp,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
Voc,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
Vop,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
Vtest,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
WRC,abbreviation,['ECSS-E-ST-20-08C Rev. 1'],['E']
CAN,abbreviation,['ECSS-E-ST-50-15C'],['E']
COB-ID,abbreviation,['ECSS-E-ST-50-15C'],['E']
EDS,abbreviation,"['ECSS-E-ST-50-15C', 'ECSS-Q-ST-70-80C']","['E', 'Q']"
EMCY,abbreviation,['ECSS-E-ST-50-15C'],['E']
LDUT,abbreviation,['ECSS-E-ST-50-15C'],['E']
NMT,abbreviation,['ECSS-E-ST-50-15C'],['E']
OSI,abbreviation,"['ECSS-E-ST-50-15C', 'ECSS-E-ST-50-11C', 'ECSS-E-ST-50-16C', 'ECSS-E-ST-50C Rev. 1']",['E']
PDO,abbreviation,['ECSS-E-ST-50-15C'],['E']
RPDO,abbreviation,['ECSS-E-ST-50-15C'],['E']
RTR,abbreviation,['ECSS-E-ST-50-15C'],['E']
SAP,abbreviation,['ECSS-E-ST-50-15C'],['E']
SCET,abbreviation,['ECSS-E-ST-50-15C'],['E']
SDO,abbreviation,"['ECSS-E-ST-50-15C', 'ECSS-S-ST-00C Rev.1']","['E', 'S']"
SYNC,abbreviation,['ECSS-E-ST-50-15C'],['E']
TPDO,abbreviation,['ECSS-E-ST-50-15C'],['E']
CR,abbreviation,"['ECSS-E-ST-10-24C', 'ECSS-M-ST-40C Rev. 1', 'ECSS-M-ST-60C', 'ECSS-Q-ST-70-15C', 'ECSS-Q-ST-60C Rev. 3']","['E', 'M', 'Q']"
CP,abbreviation,"['ECSS-E-ST-10-24C', 'ECSS-M-ST-40C Rev. 1']","['E', 'M']"
IDD,abbreviation,['ECSS-E-ST-10-24C'],['E']
IID,abbreviation,"['ECSS-E-ST-10-24C', 'ECSS-E-ST-50-12C Rev.1']",['E']
HLCL,abbreviation,['ECSS-E-ST-20-20C'],['E']
LCL,abbreviation,"['ECSS-E-ST-20-20C', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-E-ST-20C Rev.2']",['E']
MB,abbreviation,['ECSS-E-ST-20-20C'],['E']
RLCL,abbreviation,"['ECSS-E-ST-20-20C', 'ECSS-E-ST-20C Rev.2']",['E']
SC,abbreviation,"['ECSS-E-ST-20-20C', 'ECSS-E-ST-50-16C', 'ECSS-Q-ST-70-37C']","['E', 'Q']"
SSE,abbreviation,"['ECSS-E-ST-20-20C', 'ECSS-E-ST-20-21C']",['E']
UVP,abbreviation,['ECSS-E-ST-20-20C'],['E']
For,abbreviation,"['ECSS-E-ST-70-41C', 'ECSS-E-ST-32-10C Rev.2 Corr.1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-60-20C Rev. 2', 'ECSS-E-ST-20-21C', 'ECSS-Q-ST-70-60C Corr.1']","['E', 'Q']"
ANSI,abbreviation,['ECSS-E-ST-70-41C'],['E']
ASCII,abbreviation,"['ECSS-E-ST-70-41C', 'ECSS-Q-ST-60-02C']","['E', 'Q']"
CDS,abbreviation,['ECSS-E-ST-70-41C'],['E']
FMON,abbreviation,['ECSS-E-ST-70-41C'],['E']
IEEE,abbreviation,"['ECSS-E-ST-70-41C', 'ECSS-E-ST-50-16C', 'ECSS-Q-ST-60-02C']","['E', 'Q']"
MIL-STD,abbreviation,"['ECSS-E-ST-70-41C', 'ECSS-Q-ST-70-14C']","['E', 'Q']"
PCS,abbreviation,"['ECSS-E-ST-70-41C', 'ECSS-E-ST-50-16C']",['E']
PMON,abbreviation,['ECSS-E-ST-70-41C'],['E']
ST,abbreviation,['ECSS-E-ST-70-41C'],['E']
ARF,abbreviation,"['ECSS-E-ST-60-21C', 'ECSS-E-ST-60-20C Rev. 2']",['E']
ARW,abbreviation,['ECSS-E-ST-60-21C'],['E']
AWN,abbreviation,['ECSS-E-ST-60-21C'],['E']
FMM,abbreviation,"['ECSS-E-ST-60-21C', 'ECSS-E-ST-60-20C Rev. 2']",['E']
HK,abbreviation,['ECSS-E-ST-60-21C'],['E']
MRF,abbreviation,"['ECSS-E-ST-60-21C', 'ECSS-E-ST-60-20C Rev. 2']",['E']
PPM,abbreviation,['ECSS-E-ST-60-21C'],['E']
PSD,abbreviation,"['ECSS-E-ST-60-21C', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-Q-ST-70-61C']","['E', 'Q']"
RHR,abbreviation,['ECSS-E-ST-60-21C'],['E']
RRW,abbreviation,['ECSS-E-ST-60-21C'],['E']
SRF,abbreviation,"['ECSS-E-ST-60-21C', 'ECSS-E-ST-60-20C Rev. 2']",['E']
CCHP,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
CDL,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
CPL,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
HP,abbreviation,"['ECSS-E-ST-31-02C Rev.1', 'ECSS-Q-ST-70-80C']","['E', 'Q']"
HPD,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
MPDL,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
Qmax,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
TPHTE,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
TPL,abbreviation,['ECSS-E-ST-31-02C Rev.1'],['E']
DC,abbreviation,"['ECSS-E-ST-33-11C Rev.1', 'ECSS-E-ST-50-11C', 'ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-20-21C', 'ECSS-E-ST-20-01C', 'ECSS-E-ST-20-07C Rev. 2', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-39C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
DMPL,abbreviation,"['ECSS-E-ST-33-11C Rev.1', 'ECSS-Q-ST-70-53C', 'ECSS-Q-ST-70-14C', 'ECSS-Q-ST-70C Rev.2', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
DR,abbreviation,"['ECSS-E-ST-33-11C Rev.1', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-70-15C']","['E', 'Q']"
DTA,abbreviation,['ECSS-E-ST-33-11C Rev.1'],['E']
EED,abbreviation,"['ECSS-E-ST-33-11C Rev.1', 'ECSS-E-ST-20-07C Rev. 2', 'ECSS-E-ST-20C Rev.2', 'ECSS-S-ST-00-01C']","['E', 'S']"
GDIR,abbreviation,['ECSS-E-ST-33-11C Rev.1'],['E']
GTPS,abbreviation,['ECSS-E-ST-33-11C Rev.1'],['E']
NO,abbreviation,"['ECSS-E-ST-33-11C Rev.1', 'ECSS-E-ST-50-11C']",['E']
SDS,abbreviation,"['ECSS-E-ST-33-11C Rev.1', 'ECSS-Q-ST-70-16C']","['E', 'Q']"
SG,abbreviation,['ECSS-E-ST-33-11C Rev.1'],['E']
SRS,abbreviation,"['ECSS-E-ST-33-11C Rev.1', 'ECSS-E-ST-10-03C Rev.1']",['E']
TBPC,abbreviation,['ECSS-E-ST-33-11C Rev.1'],['E']
UNECE,abbreviation,['ECSS-E-ST-33-11C Rev.1'],['E']
VTS,abbreviation,['ECSS-E-ST-33-11C Rev.1'],['E']
AP,abbreviation,['ECSS-E-ST-31-04C'],['E']
CC,abbreviation,"['ECSS-E-ST-31-04C', 'ECSS-E-ST-35-06C Rev.2', 'ECSS-Q-ST-70-01C']","['E', 'Q']"
MGM,abbreviation,['ECSS-E-ST-31-04C'],['E']
NRF,abbreviation,['ECSS-E-ST-31-04C'],['E']
SDK,abbreviation,['ECSS-E-ST-31-04C'],['E']
SKM,abbreviation,['ECSS-E-ST-31-04C'],['E']
SMA,abbreviation,"['ECSS-E-ST-31-04C', 'ECSS-E-ST-50-11C', 'ECSS-Q-ST-70-18C']","['E', 'Q']"
STEP,abbreviation,"['ECSS-E-ST-31-04C', 'ECSS-M-ST-40C Rev. 1']","['E', 'M']"
TAS,abbreviation,['ECSS-E-ST-31-04C'],['E']
8B/10B,abbreviation,['ECSS-E-ST-50-11C'],['E']
AC,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-20-07C Rev. 2', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-39C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
ACK,abbreviation,['ECSS-E-ST-50-11C'],['E']
ACT_LS,abbreviation,['ECSS-E-ST-50-11C'],['E']
ACT_MS,abbreviation,['ECSS-E-ST-50-11C'],['E']
ACTIVE,abbreviation,['ECSS-E-ST-50-11C'],['E']
ALIGN,abbreviation,['ECSS-E-ST-50-11C'],['E']
ATA,abbreviation,['ECSS-E-ST-50-11C'],['E']
AVIM,abbreviation,['ECSS-E-ST-50-11C'],['E']
B_TYPE,abbreviation,['ECSS-E-ST-50-11C'],['E']
BER,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-50C Rev. 1']",['E']
CML,abbreviation,['ECSS-E-ST-50-11C'],['E']
COMMA,abbreviation,['ECSS-E-ST-50-11C'],['E']
D/K,abbreviation,['ECSS-E-ST-50-11C'],['E']
DMA,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-Q-ST-70-16C']","['E', 'Q']"
EBF,abbreviation,['ECSS-E-ST-50-11C'],['E']
EDF,abbreviation,['ECSS-E-ST-50-11C'],['E']
ER,abbreviation,['ECSS-E-ST-50-11C'],['E']
FULL,abbreviation,['ECSS-E-ST-50-11C'],['E']
Gbit/s,abbreviation,['ECSS-E-ST-50-11C'],['E']
I2C,abbreviation,['ECSS-E-ST-50-11C'],['E']
IDLE,abbreviation,['ECSS-E-ST-50-11C'],['E']
iINIT1,abbreviation,['ECSS-E-ST-50-11C'],['E']
iINIT2,abbreviation,['ECSS-E-ST-50-11C'],['E']
iLANES,abbreviation,['ECSS-E-ST-50-11C'],['E']
iLLCW,abbreviation,['ECSS-E-ST-50-11C'],['E']
INIT1,abbreviation,['ECSS-E-ST-50-11C'],['E']
INIT2,abbreviation,['ECSS-E-ST-50-11C'],['E']
INIT3,abbreviation,['ECSS-E-ST-50-11C'],['E']
LANE,abbreviation,['ECSS-E-ST-50-11C'],['E']
LFSR,abbreviation,['ECSS-E-ST-50-11C'],['E']
LLCW,abbreviation,['ECSS-E-ST-50-11C'],['E']
LoS,abbreviation,['ECSS-E-ST-50-11C'],['E']
LOS,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-60-20C Rev. 2']",['E']
LOST_SIGNAL,abbreviation,['ECSS-E-ST-50-11C'],['E']
LVCMOS,abbreviation,['ECSS-E-ST-50-11C'],['E']
LVDS,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-50-16C']",['E']
LVPECL,abbreviation,['ECSS-E-ST-50-11C'],['E']
LVTTL,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-50-12C Rev.1']",['E']
MT,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-Q-ST-70-15C']","['E', 'Q']"
NACK,abbreviation,['ECSS-E-ST-50-11C'],['E']
OM,abbreviation,['ECSS-E-ST-50-11C'],['E']
OMA,abbreviation,['ECSS-E-ST-50-11C'],['E']
PD,abbreviation,['ECSS-E-ST-50-11C'],['E']
PIN,abbreviation,['ECSS-E-ST-50-11C'],['E']
PRBS,abbreviation,['ECSS-E-ST-50-11C'],['E']
QoS,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-50-16C']",['E']
RETRY,abbreviation,['ECSS-E-ST-50-11C'],['E']
RIN,abbreviation,['ECSS-E-ST-50-11C'],['E']
RX,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-50-12C Rev.1']",['E']
RX_EN,abbreviation,['ECSS-E-ST-50-11C'],['E']
RXERR,abbreviation,['ECSS-E-ST-50-11C'],['E']
SBF,abbreviation,['ECSS-E-ST-50-11C'],['E']
SDF,abbreviation,['ECSS-E-ST-50-11C'],['E']
SEQ_NUM,abbreviation,['ECSS-E-ST-50-11C'],['E']
SerDes,abbreviation,['ECSS-E-ST-50-11C'],['E']
SIF,abbreviation,['ECSS-E-ST-50-11C'],['E']
SKIP,abbreviation,['ECSS-E-ST-50-11C'],['E']
STANDBY,abbreviation,['ECSS-E-ST-50-11C'],['E']
STATUS,abbreviation,['ECSS-E-ST-50-11C'],['E']
TX,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-E-ST-50-12C Rev.1']",['E']
TX_EN,abbreviation,['ECSS-E-ST-50-11C'],['E']
UI,abbreviation,['ECSS-E-ST-50-11C'],['E']
VCB,abbreviation,"['ECSS-E-ST-50-11C', 'ECSS-Q-ST-20C Rev.2 Corr.1']","['E', 'Q']"
VCSEL,abbreviation,['ECSS-E-ST-50-11C'],['E']
VDIFF,abbreviation,['ECSS-E-ST-50-11C'],['E']
VDIFF-PK,abbreviation,['ECSS-E-ST-50-11C'],['E']
VDIFF-PK-PK,abbreviation,['ECSS-E-ST-50-11C'],['E']
VML,abbreviation,['ECSS-E-ST-50-11C'],['E']
VN,abbreviation,['ECSS-E-ST-50-11C'],['E']
XOR,abbreviation,['ECSS-E-ST-50-11C'],['E']
AWG,abbreviation,"['ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-20-07C Rev. 2', 'ECSS-Q-ST-70-30C', 'ECSS-Q-ST-70-26C Rev.1 Corr.1', 'ECSS-Q-ST-70-61C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
ESCC,abbreviation,"['ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-20-01C', 'ECSS-E-ST-50-16C', 'ECSS-Q-ST-60-02C', 'ECSS-Q-ST-60-05C Rev. 1', 'ECSS-Q-ST-70-53C', 'ECSS-Q-ST-60-14C Rev.1 Corr.1', 'ECSS-Q-ST-30-11C Rev.2', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
Mbps,abbreviation,"['ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-50-16C']",['E']
PSELFEXT,abbreviation,['ECSS-E-ST-50-12C Rev.1'],['E']
PSNEXT,abbreviation,['ECSS-E-ST-50-12C Rev.1'],['E']
TDR,abbreviation,"['ECSS-E-ST-50-12C Rev.1', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-60C Corr.1']","['E', 'Q']"
DGD,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
emf,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
ETFE,abbreviation,"['ECSS-E-ST-20-06C Rev.1', 'ECSS-Q-ST-70-30C', 'ECSS-Q-ST-70-53C', 'ECSS-Q-ST-70-61C']","['E', 'Q']"
eV,abbreviation,"['ECSS-E-ST-20-06C Rev.1', 'ECSS-Q-ST-70-29C']","['E', 'Q']"
FEP,abbreviation,"['ECSS-E-ST-20-06C Rev.1', 'ECSS-Q-ST-70-18C', 'ECSS-Q-ST-70-61C']","['E', 'Q']"
HEO,abbreviation,"['ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-10-04C Rev.1']",['E']
IVGD,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
MLT,abbreviation,"['ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-10-04C Rev.1']",['E']
NGD,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
PEO,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
RIC,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
SAS,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
SPIS,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
SPT,abbreviation,['ECSS-E-ST-20-06C Rev.1'],['E']
AL,abbreviation,['ECSS-E-ST-32-10C Rev.2 Corr.1'],['E']
FRP,abbreviation,['ECSS-E-ST-32-10C Rev.2 Corr.1'],['E']
KA,abbreviation,['ECSS-E-ST-32-10C Rev.2 Corr.1'],['E']
KQ,abbreviation,['ECSS-E-ST-32-10C Rev.2 Corr.1'],['E']
QL,abbreviation,['ECSS-E-ST-32-10C Rev.2 Corr.1'],['E']
D/A,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
DFMR,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
F,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
FL,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
Fmin,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
FR,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
HA,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
HD,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
HV,abbreviation,"['ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-20-07C Rev. 2', 'ECSS-Q-ST-70-46C Rev. 1']","['E', 'Q']"
HY,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
I,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
M,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
MAV,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
MUM,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
MOI,abbreviation,"['ECSS-E-ST-33-01C Rev.2', 'ECSS-S-ST-00-01C']","['E', 'S']"
MSVP,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
MSVR,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
n.a.,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
SMS,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
S,abbreviation,"['ECSS-E-ST-33-01C Rev.2', 'ECSS-Q-ST-70-55C']","['E', 'Q']"
TD,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
TL,abbreviation,['ECSS-E-ST-33-01C Rev.2'],['E']
